Year,Statistic,County,car_count
2019,Second Hand Private Cars,Leitrim,7
2019,Second Hand Private Cars,Longford,2
2019,Second Hand Private Cars,Louth,12
2019,Second Hand Private Cars,Mayo,11
2019,Second Hand Private Cars,Meath,21
2019,Second Hand Private Cars,Monaghan,8
2019,Second Hand Private Cars,Offaly,1
2019,Second Hand Private Cars,Roscommon,11
2019,Second Hand Private Cars,Sligo,6
2019,Second Hand Private Cars,Westmeath,4
2019,Second Hand Private Cars,Wexford,17
2019,Second Hand Private Cars,Wicklow,4
2019,Second Hand Private Cars,Limerick,10
2019,Second Hand Private Cars,Waterford,14
2019,Second Hand Private Cars,Tipperary,9
2019,Second Hand Private Cars,Cork,42
2019,Second Hand Private Cars,Dublin,70
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,0
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,0
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,0
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,0
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,1
2019,Second Hand Private Cars,Wicklow,0
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,1
2019,Second Hand Private Cars,Tipperary,0
2019,Second Hand Private Cars,Cork,0
2019,Second Hand Private Cars,Dublin,0
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,0
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,1
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,0
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,1
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,0
2019,Second Hand Private Cars,Monaghan,1
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,0
2019,Second Hand Private Cars,Wicklow,0
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,1
2019,Second Hand Private Cars,Tipperary,1
2019,Second Hand Private Cars,Cork,2
2019,Second Hand Private Cars,Dublin,2
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,1
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,2
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,0
2019,Second Hand Private Cars,Kilkenny,1
2019,Second Hand Private Cars,Laois,1
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,0
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,0
2019,Second Hand Private Cars,Wicklow,0
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,0
2019,Second Hand Private Cars,Tipperary,0
2019,Second Hand Private Cars,Cork,0
2019,Second Hand Private Cars,Dublin,4
2019,Second Hand Private Cars,Carlow,7
2019,Second Hand Private Cars,Cavan,7
2019,Second Hand Private Cars,Clare,16
2019,Second Hand Private Cars,Donegal,31
2019,Second Hand Private Cars,Galway,40
2019,Second Hand Private Cars,Kerry,18
2019,Second Hand Private Cars,Kildare,51
2019,Second Hand Private Cars,Kilkenny,17
2019,Second Hand Private Cars,Laois,6
2019,Second Hand Private Cars,Leitrim,4
2019,Second Hand Private Cars,Longford,3
2019,Second Hand Private Cars,Louth,28
2019,Second Hand Private Cars,Mayo,12
2019,Second Hand Private Cars,Meath,45
2019,Second Hand Private Cars,Monaghan,8
2019,Second Hand Private Cars,Offaly,7
2019,Second Hand Private Cars,Roscommon,17
2019,Second Hand Private Cars,Sligo,15
2019,Second Hand Private Cars,Westmeath,18
2019,Second Hand Private Cars,Wexford,25
2019,Second Hand Private Cars,Wicklow,54
2019,Second Hand Private Cars,Limerick,15
2019,Second Hand Private Cars,Waterford,17
2019,Second Hand Private Cars,Tipperary,23
2019,Second Hand Private Cars,Cork,121
2019,Second Hand Private Cars,Dublin,415
2019,Second Hand Private Cars,Carlow,112
2019,Second Hand Private Cars,Cavan,299
2019,Second Hand Private Cars,Clare,515
2019,Second Hand Private Cars,Donegal,828
2019,Second Hand Private Cars,Galway,798
2019,Second Hand Private Cars,Kerry,394
2019,Second Hand Private Cars,Kildare,500
2019,Second Hand Private Cars,Kilkenny,230
2019,Second Hand Private Cars,Laois,213
2019,Second Hand Private Cars,Leitrim,102
2019,Second Hand Private Cars,Longford,148
2019,Second Hand Private Cars,Louth,397
2019,Second Hand Private Cars,Mayo,604
2019,Second Hand Private Cars,Meath,529
2019,Second Hand Private Cars,Monaghan,301
2019,Second Hand Private Cars,Offaly,153
2019,Second Hand Private Cars,Roscommon,266
2019,Second Hand Private Cars,Sligo,169
2019,Second Hand Private Cars,Westmeath,218
2019,Second Hand Private Cars,Wexford,391
2019,Second Hand Private Cars,Wicklow,205
2019,Second Hand Private Cars,Limerick,553
2019,Second Hand Private Cars,Waterford,277
2019,Second Hand Private Cars,Tipperary,461
2019,Second Hand Private Cars,Cork,1398
2019,Second Hand Private Cars,Dublin,2096
2019,Second Hand Private Cars,Carlow,28
2019,Second Hand Private Cars,Cavan,24
2019,Second Hand Private Cars,Clare,49
2019,Second Hand Private Cars,Donegal,73
2019,Second Hand Private Cars,Galway,157
2019,Second Hand Private Cars,Kerry,47
2019,Second Hand Private Cars,Kildare,160
2019,Second Hand Private Cars,Kilkenny,37
2019,Second Hand Private Cars,Laois,44
2019,Second Hand Private Cars,Leitrim,12
2019,Second Hand Private Cars,Longford,20
2019,Second Hand Private Cars,Louth,67
2019,Second Hand Private Cars,Mayo,58
2019,Second Hand Private Cars,Meath,118
2019,Second Hand Private Cars,Monaghan,16
2019,Second Hand Private Cars,Offaly,22
2019,Second Hand Private Cars,Roscommon,17
2019,Second Hand Private Cars,Sligo,19
2019,Second Hand Private Cars,Westmeath,34
2019,Second Hand Private Cars,Wexford,63
2019,Second Hand Private Cars,Wicklow,99
2019,Second Hand Private Cars,Limerick,66
2019,Second Hand Private Cars,Waterford,48
2019,Second Hand Private Cars,Tipperary,77
2019,Second Hand Private Cars,Cork,228
2019,Second Hand Private Cars,Dublin,1436
2019,Second Hand Private Cars,Carlow,83
2019,Second Hand Private Cars,Cavan,128
2019,Second Hand Private Cars,Clare,299
2019,Second Hand Private Cars,Donegal,331
2019,Second Hand Private Cars,Galway,661
2019,Second Hand Private Cars,Kerry,286
2019,Second Hand Private Cars,Kildare,357
2019,Second Hand Private Cars,Kilkenny,127
2019,Second Hand Private Cars,Laois,106
2019,Second Hand Private Cars,Leitrim,36
2019,Second Hand Private Cars,Longford,146
2019,Second Hand Private Cars,Louth,287
2019,Second Hand Private Cars,Mayo,165
2019,Second Hand Private Cars,Meath,362
2019,Second Hand Private Cars,Monaghan,179
2019,Second Hand Private Cars,Offaly,105
2019,Second Hand Private Cars,Roscommon,142
2019,Second Hand Private Cars,Sligo,116
2019,Second Hand Private Cars,Westmeath,170
2019,Second Hand Private Cars,Wexford,260
2019,Second Hand Private Cars,Wicklow,210
2019,Second Hand Private Cars,Limerick,343
2019,Second Hand Private Cars,Waterford,127
2019,Second Hand Private Cars,Tipperary,216
2019,Second Hand Private Cars,Cork,638
2019,Second Hand Private Cars,Dublin,2301
2019,Second Hand Private Cars,Carlow,7
2019,Second Hand Private Cars,Cavan,14
2019,Second Hand Private Cars,Clare,16
2019,Second Hand Private Cars,Donegal,30
2019,Second Hand Private Cars,Galway,34
2019,Second Hand Private Cars,Kerry,10
2019,Second Hand Private Cars,Kildare,42
2019,Second Hand Private Cars,Kilkenny,14
2019,Second Hand Private Cars,Laois,15
2019,Second Hand Private Cars,Leitrim,1
2019,Second Hand Private Cars,Longford,6
2019,Second Hand Private Cars,Louth,25
2019,Second Hand Private Cars,Mayo,16
2019,Second Hand Private Cars,Meath,49
2019,Second Hand Private Cars,Monaghan,6
2019,Second Hand Private Cars,Offaly,7
2019,Second Hand Private Cars,Roscommon,9
2019,Second Hand Private Cars,Sligo,6
2019,Second Hand Private Cars,Westmeath,13
2019,Second Hand Private Cars,Wexford,14
2019,Second Hand Private Cars,Wicklow,34
2019,Second Hand Private Cars,Limerick,23
2019,Second Hand Private Cars,Waterford,15
2019,Second Hand Private Cars,Tipperary,21
2019,Second Hand Private Cars,Cork,105
2019,Second Hand Private Cars,Dublin,273
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,0
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,0
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,0
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,0
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,0
2019,Second Hand Private Cars,Wicklow,0
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,0
2019,Second Hand Private Cars,Tipperary,0
2019,Second Hand Private Cars,Cork,0
2019,Second Hand Private Cars,Dublin,2
2019,Second Hand Private Cars,Carlow,33
2019,Second Hand Private Cars,Cavan,45
2019,Second Hand Private Cars,Clare,124
2019,Second Hand Private Cars,Donegal,257
2019,Second Hand Private Cars,Galway,143
2019,Second Hand Private Cars,Kerry,151
2019,Second Hand Private Cars,Kildare,180
2019,Second Hand Private Cars,Kilkenny,102
2019,Second Hand Private Cars,Laois,92
2019,Second Hand Private Cars,Leitrim,26
2019,Second Hand Private Cars,Longford,31
2019,Second Hand Private Cars,Louth,130
2019,Second Hand Private Cars,Mayo,67
2019,Second Hand Private Cars,Meath,139
2019,Second Hand Private Cars,Monaghan,64
2019,Second Hand Private Cars,Offaly,43
2019,Second Hand Private Cars,Roscommon,45
2019,Second Hand Private Cars,Sligo,54
2019,Second Hand Private Cars,Westmeath,92
2019,Second Hand Private Cars,Wexford,92
2019,Second Hand Private Cars,Wicklow,74
2019,Second Hand Private Cars,Limerick,132
2019,Second Hand Private Cars,Waterford,80
2019,Second Hand Private Cars,Tipperary,115
2019,Second Hand Private Cars,Cork,512
2019,Second Hand Private Cars,Dublin,595
2019,Second Hand Private Cars,Carlow,9
2019,Second Hand Private Cars,Cavan,13
2019,Second Hand Private Cars,Clare,16
2019,Second Hand Private Cars,Donegal,38
2019,Second Hand Private Cars,Galway,38
2019,Second Hand Private Cars,Kerry,21
2019,Second Hand Private Cars,Kildare,53
2019,Second Hand Private Cars,Kilkenny,15
2019,Second Hand Private Cars,Laois,10
2019,Second Hand Private Cars,Leitrim,5
2019,Second Hand Private Cars,Longford,4
2019,Second Hand Private Cars,Louth,26
2019,Second Hand Private Cars,Mayo,25
2019,Second Hand Private Cars,Meath,40
2019,Second Hand Private Cars,Monaghan,15
2019,Second Hand Private Cars,Offaly,12
2019,Second Hand Private Cars,Roscommon,11
2019,Second Hand Private Cars,Sligo,7
2019,Second Hand Private Cars,Westmeath,13
2019,Second Hand Private Cars,Wexford,35
2019,Second Hand Private Cars,Wicklow,42
2019,Second Hand Private Cars,Limerick,21
2019,Second Hand Private Cars,Waterford,19
2019,Second Hand Private Cars,Tipperary,17
2019,Second Hand Private Cars,Cork,90
2019,Second Hand Private Cars,Dublin,437
2019,Second Hand Private Cars,Carlow,14
2019,Second Hand Private Cars,Cavan,11
2019,Second Hand Private Cars,Clare,15
2019,Second Hand Private Cars,Donegal,34
2019,Second Hand Private Cars,Galway,80
2019,Second Hand Private Cars,Kerry,29
2019,Second Hand Private Cars,Kildare,59
2019,Second Hand Private Cars,Kilkenny,18
2019,Second Hand Private Cars,Laois,6
2019,Second Hand Private Cars,Leitrim,2
2019,Second Hand Private Cars,Longford,6
2019,Second Hand Private Cars,Louth,17
2019,Second Hand Private Cars,Mayo,23
2019,Second Hand Private Cars,Meath,51
2019,Second Hand Private Cars,Monaghan,10
2019,Second Hand Private Cars,Offaly,8
2019,Second Hand Private Cars,Roscommon,6
2019,Second Hand Private Cars,Sligo,10
2019,Second Hand Private Cars,Westmeath,12
2019,Second Hand Private Cars,Wexford,17
2019,Second Hand Private Cars,Wicklow,51
2019,Second Hand Private Cars,Limerick,19
2019,Second Hand Private Cars,Waterford,14
2019,Second Hand Private Cars,Tipperary,24
2019,Second Hand Private Cars,Cork,103
2019,Second Hand Private Cars,Dublin,759
2019,Second Hand Private Cars,Carlow,14
2019,Second Hand Private Cars,Cavan,28
2019,Second Hand Private Cars,Clare,29
2019,Second Hand Private Cars,Donegal,62
2019,Second Hand Private Cars,Galway,75
2019,Second Hand Private Cars,Kerry,31
2019,Second Hand Private Cars,Kildare,111
2019,Second Hand Private Cars,Kilkenny,25
2019,Second Hand Private Cars,Laois,30
2019,Second Hand Private Cars,Leitrim,18
2019,Second Hand Private Cars,Longford,7
2019,Second Hand Private Cars,Louth,68
2019,Second Hand Private Cars,Mayo,33
2019,Second Hand Private Cars,Meath,78
2019,Second Hand Private Cars,Monaghan,12
2019,Second Hand Private Cars,Offaly,15
2019,Second Hand Private Cars,Roscommon,12
2019,Second Hand Private Cars,Sligo,26
2019,Second Hand Private Cars,Westmeath,32
2019,Second Hand Private Cars,Wexford,68
2019,Second Hand Private Cars,Wicklow,49
2019,Second Hand Private Cars,Limerick,62
2019,Second Hand Private Cars,Waterford,45
2019,Second Hand Private Cars,Tipperary,41
2019,Second Hand Private Cars,Cork,177
2019,Second Hand Private Cars,Dublin,460
2019,Second Hand Private Cars,Carlow,79
2019,Second Hand Private Cars,Cavan,135
2019,Second Hand Private Cars,Clare,127
2019,Second Hand Private Cars,Donegal,194
2019,Second Hand Private Cars,Galway,424
2019,Second Hand Private Cars,Kerry,187
2019,Second Hand Private Cars,Kildare,347
2019,Second Hand Private Cars,Kilkenny,124
2019,Second Hand Private Cars,Laois,91
2019,Second Hand Private Cars,Leitrim,40
2019,Second Hand Private Cars,Longford,55
2019,Second Hand Private Cars,Louth,264
2019,Second Hand Private Cars,Mayo,167
2019,Second Hand Private Cars,Meath,395
2019,Second Hand Private Cars,Monaghan,154
2019,Second Hand Private Cars,Offaly,76
2019,Second Hand Private Cars,Roscommon,82
2019,Second Hand Private Cars,Sligo,98
2019,Second Hand Private Cars,Westmeath,94
2019,Second Hand Private Cars,Wexford,204
2019,Second Hand Private Cars,Wicklow,216
2019,Second Hand Private Cars,Limerick,254
2019,Second Hand Private Cars,Waterford,134
2019,Second Hand Private Cars,Tipperary,210
2019,Second Hand Private Cars,Cork,734
2019,Second Hand Private Cars,Dublin,2499
2019,Second Hand Private Cars,Carlow,12
2019,Second Hand Private Cars,Cavan,7
2019,Second Hand Private Cars,Clare,18
2019,Second Hand Private Cars,Donegal,43
2019,Second Hand Private Cars,Galway,43
2019,Second Hand Private Cars,Kerry,33
2019,Second Hand Private Cars,Kildare,46
2019,Second Hand Private Cars,Kilkenny,13
2019,Second Hand Private Cars,Laois,9
2019,Second Hand Private Cars,Leitrim,7
2019,Second Hand Private Cars,Longford,12
2019,Second Hand Private Cars,Louth,53
2019,Second Hand Private Cars,Mayo,14
2019,Second Hand Private Cars,Meath,43
2019,Second Hand Private Cars,Monaghan,14
2019,Second Hand Private Cars,Offaly,20
2019,Second Hand Private Cars,Roscommon,9
2019,Second Hand Private Cars,Sligo,14
2019,Second Hand Private Cars,Westmeath,18
2019,Second Hand Private Cars,Wexford,21
2019,Second Hand Private Cars,Wicklow,38
2019,Second Hand Private Cars,Limerick,24
2019,Second Hand Private Cars,Waterford,11
2019,Second Hand Private Cars,Tipperary,22
2019,Second Hand Private Cars,Cork,109
2019,Second Hand Private Cars,Dublin,341
2019,Second Hand Private Cars,Carlow,10
2019,Second Hand Private Cars,Cavan,15
2019,Second Hand Private Cars,Clare,19
2019,Second Hand Private Cars,Donegal,42
2019,Second Hand Private Cars,Galway,117
2019,Second Hand Private Cars,Kerry,16
2019,Second Hand Private Cars,Kildare,87
2019,Second Hand Private Cars,Kilkenny,20
2019,Second Hand Private Cars,Laois,16
2019,Second Hand Private Cars,Leitrim,3
2019,Second Hand Private Cars,Longford,8
2019,Second Hand Private Cars,Louth,49
2019,Second Hand Private Cars,Mayo,27
2019,Second Hand Private Cars,Meath,63
2019,Second Hand Private Cars,Monaghan,17
2019,Second Hand Private Cars,Offaly,10
2019,Second Hand Private Cars,Roscommon,11
2019,Second Hand Private Cars,Sligo,14
2019,Second Hand Private Cars,Westmeath,10
2019,Second Hand Private Cars,Wexford,39
2019,Second Hand Private Cars,Wicklow,75
2019,Second Hand Private Cars,Limerick,31
2019,Second Hand Private Cars,Waterford,28
2019,Second Hand Private Cars,Tipperary,37
2019,Second Hand Private Cars,Cork,153
2019,Second Hand Private Cars,Dublin,501
2019,Second Hand Private Cars,Carlow,88
2019,Second Hand Private Cars,Cavan,142
2019,Second Hand Private Cars,Clare,201
2019,Second Hand Private Cars,Donegal,337
2019,Second Hand Private Cars,Galway,367
2019,Second Hand Private Cars,Kerry,154
2019,Second Hand Private Cars,Kildare,352
2019,Second Hand Private Cars,Kilkenny,83
2019,Second Hand Private Cars,Laois,95
2019,Second Hand Private Cars,Leitrim,58
2019,Second Hand Private Cars,Longford,59
2019,Second Hand Private Cars,Louth,282
2019,Second Hand Private Cars,Mayo,161
2019,Second Hand Private Cars,Meath,341
2019,Second Hand Private Cars,Monaghan,138
2019,Second Hand Private Cars,Offaly,67
2019,Second Hand Private Cars,Roscommon,110
2019,Second Hand Private Cars,Sligo,105
2019,Second Hand Private Cars,Westmeath,123
2019,Second Hand Private Cars,Wexford,205
2019,Second Hand Private Cars,Wicklow,176
2019,Second Hand Private Cars,Limerick,253
2019,Second Hand Private Cars,Waterford,127
2019,Second Hand Private Cars,Tipperary,191
2019,Second Hand Private Cars,Cork,587
2019,Second Hand Private Cars,Dublin,1963
2019,Second Hand Private Cars,Carlow,1
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,1
2019,Second Hand Private Cars,Donegal,1
2019,Second Hand Private Cars,Galway,1
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,0
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,1
2019,Second Hand Private Cars,Meath,2
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,0
2019,Second Hand Private Cars,Wicklow,1
2019,Second Hand Private Cars,Limerick,1
2019,Second Hand Private Cars,Waterford,0
2019,Second Hand Private Cars,Tipperary,0
2019,Second Hand Private Cars,Cork,2
2019,Second Hand Private Cars,Dublin,7
2019,Second Hand Private Cars,Carlow,36
2019,Second Hand Private Cars,Cavan,56
2019,Second Hand Private Cars,Clare,90
2019,Second Hand Private Cars,Donegal,226
2019,Second Hand Private Cars,Galway,145
2019,Second Hand Private Cars,Kerry,79
2019,Second Hand Private Cars,Kildare,150
2019,Second Hand Private Cars,Kilkenny,59
2019,Second Hand Private Cars,Laois,55
2019,Second Hand Private Cars,Leitrim,43
2019,Second Hand Private Cars,Longford,30
2019,Second Hand Private Cars,Louth,158
2019,Second Hand Private Cars,Mayo,108
2019,Second Hand Private Cars,Meath,139
2019,Second Hand Private Cars,Monaghan,109
2019,Second Hand Private Cars,Offaly,51
2019,Second Hand Private Cars,Roscommon,56
2019,Second Hand Private Cars,Sligo,73
2019,Second Hand Private Cars,Westmeath,51
2019,Second Hand Private Cars,Wexford,121
2019,Second Hand Private Cars,Wicklow,74
2019,Second Hand Private Cars,Limerick,70
2019,Second Hand Private Cars,Waterford,56
2019,Second Hand Private Cars,Tipperary,138
2019,Second Hand Private Cars,Cork,199
2019,Second Hand Private Cars,Dublin,654
2019,Second Hand Private Cars,Carlow,2
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,2
2019,Second Hand Private Cars,Donegal,4
2019,Second Hand Private Cars,Galway,4
2019,Second Hand Private Cars,Kerry,4
2019,Second Hand Private Cars,Kildare,11
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,1
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,1
2019,Second Hand Private Cars,Louth,2
2019,Second Hand Private Cars,Mayo,2
2019,Second Hand Private Cars,Meath,7
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,2
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,1
2019,Second Hand Private Cars,Westmeath,2
2019,Second Hand Private Cars,Wexford,1
2019,Second Hand Private Cars,Wicklow,5
2019,Second Hand Private Cars,Limerick,6
2019,Second Hand Private Cars,Waterford,2
2019,Second Hand Private Cars,Tipperary,5
2019,Second Hand Private Cars,Cork,16
2019,Second Hand Private Cars,Dublin,97
2019,Second Hand Private Cars,Carlow,19
2019,Second Hand Private Cars,Cavan,61
2019,Second Hand Private Cars,Clare,61
2019,Second Hand Private Cars,Donegal,133
2019,Second Hand Private Cars,Galway,96
2019,Second Hand Private Cars,Kerry,51
2019,Second Hand Private Cars,Kildare,154
2019,Second Hand Private Cars,Kilkenny,30
2019,Second Hand Private Cars,Laois,41
2019,Second Hand Private Cars,Leitrim,16
2019,Second Hand Private Cars,Longford,12
2019,Second Hand Private Cars,Louth,97
2019,Second Hand Private Cars,Mayo,49
2019,Second Hand Private Cars,Meath,128
2019,Second Hand Private Cars,Monaghan,42
2019,Second Hand Private Cars,Offaly,27
2019,Second Hand Private Cars,Roscommon,23
2019,Second Hand Private Cars,Sligo,19
2019,Second Hand Private Cars,Westmeath,54
2019,Second Hand Private Cars,Wexford,101
2019,Second Hand Private Cars,Wicklow,74
2019,Second Hand Private Cars,Limerick,71
2019,Second Hand Private Cars,Waterford,63
2019,Second Hand Private Cars,Tipperary,73
2019,Second Hand Private Cars,Cork,267
2019,Second Hand Private Cars,Dublin,581
2019,Second Hand Private Cars,Carlow,0
2019,Second Hand Private Cars,Cavan,0
2019,Second Hand Private Cars,Clare,0
2019,Second Hand Private Cars,Donegal,0
2019,Second Hand Private Cars,Galway,0
2019,Second Hand Private Cars,Kerry,0
2019,Second Hand Private Cars,Kildare,1
2019,Second Hand Private Cars,Kilkenny,0
2019,Second Hand Private Cars,Laois,0
2019,Second Hand Private Cars,Leitrim,0
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,0
2019,Second Hand Private Cars,Mayo,0
2019,Second Hand Private Cars,Meath,1
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,0
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,0
2019,Second Hand Private Cars,Westmeath,0
2019,Second Hand Private Cars,Wexford,0
2019,Second Hand Private Cars,Wicklow,0
2019,Second Hand Private Cars,Limerick,0
2019,Second Hand Private Cars,Waterford,1
2019,Second Hand Private Cars,Tipperary,0
2019,Second Hand Private Cars,Cork,0
2019,Second Hand Private Cars,Dublin,3
2019,Second Hand Private Cars,Carlow,2
2019,Second Hand Private Cars,Cavan,1
2019,Second Hand Private Cars,Clare,2
2019,Second Hand Private Cars,Donegal,7
2019,Second Hand Private Cars,Galway,2
2019,Second Hand Private Cars,Kerry,2
2019,Second Hand Private Cars,Kildare,2
2019,Second Hand Private Cars,Kilkenny,1
2019,Second Hand Private Cars,Laois,1
2019,Second Hand Private Cars,Leitrim,4
2019,Second Hand Private Cars,Longford,0
2019,Second Hand Private Cars,Louth,1
2019,Second Hand Private Cars,Mayo,5
2019,Second Hand Private Cars,Meath,5
2019,Second Hand Private Cars,Monaghan,0
2019,Second Hand Private Cars,Offaly,1
2019,Second Hand Private Cars,Roscommon,0
2019,Second Hand Private Cars,Sligo,1
2019,Second Hand Private Cars,Westmeath,1
2019,Second Hand Private Cars,Wexford,4
2019,Second Hand Private Cars,Wicklow,1
2019,Second Hand Private Cars,Limerick,2
2019,Second Hand Private Cars,Waterford,1
2019,Second Hand Private Cars,Tipperary,5
2019,Second Hand Private Cars,Cork,12
2019,Second Hand Private Cars,Dublin,30
2019,Second Hand Private Cars,Carlow,18
2019,Second Hand Private Cars,Cavan,34
2019,Second Hand Private Cars,Clare,25
2019,Second Hand Private Cars,Donegal,123
2019,Second Hand Private Cars,Galway,86
2019,Second Hand Private Cars,Kerry,17
2019,Second Hand Private Cars,Kildare,65
2019,Second Hand Private Cars,Kilkenny,20
2019,Second Hand Private Cars,Laois,13
2019,Second Hand Private Cars,Leitrim,19
2019,Second Hand Private Cars,Longford,16
2019,Second Hand Private Cars,Louth,99
2019,Second Hand Private Cars,Mayo,31
2019,Second Hand Private Cars,Meath,74
2019,Second Hand Private Cars,Monaghan,96
2019,Second Hand Private Cars,Offaly,20
2019,Second Hand Private Cars,Roscommon,16
2019,Second Hand Private Cars,Sligo,21
2019,Second Hand Private Cars,Westmeath,27
2019,Second Hand Private Cars,Wexford,35
2019,Second Hand Private Cars,Wicklow,27
2019,Second Hand Private Cars,Limerick,30
2019,Second Hand Private Cars,Waterford,22
2019,Second Hand Private Cars,Tipperary,26
2019,Second Hand Private Cars,Cork,137
2019,Second Hand Private Cars,Dublin,245
2019,Second Hand Private Cars,Carlow,28
2019,Second Hand Private Cars,Cavan,57
2019,Second Hand Private Cars,Clare,97
2019,Second Hand Private Cars,Donegal,244
2019,Second Hand Private Cars,Galway,271
2019,Second Hand Private Cars,Kerry,58
2019,Second Hand Private Cars,Kildare,128
2019,Second Hand Private Cars,Kilkenny,43
2019,Second Hand Private Cars,Laois,30
2019,Second Hand Private Cars,Leitrim,32
2019,Second Hand Private Cars,Longford,50
2019,Second Hand Private Cars,Louth,103
2019,Second Hand Private Cars,Mayo,137
2019,Second Hand Private Cars,Meath,105
2019,Second Hand Private Cars,Monaghan,52
2019,Second Hand Private Cars,Offaly,33
2019,Second Hand Private Cars,Roscommon,69
2019,Second Hand Private Cars,Sligo,62
2019,Second Hand Private Cars,Westmeath,72
2019,Second Hand Private Cars,Wexford,90
2019,Second Hand Private Cars,Wicklow,61
2019,Second Hand Private Cars,Limerick,98
2019,Second Hand Private Cars,Waterford,75
